Serial No,ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
5569,433675,Dhankawadi,Pune,Mountain Mikes Pizza,200,2.9,80,"Italian,Pizzas,Bakery",Dhankawadi,81
5570,433777,Andheri East,Mumbai,Konkan Chilly,500,2.9,80,North Indian  Seafood  Chinese,Andheri East,62
5571,433800,Lower Parel Area,Mumbai,1441 Pizzeria,500,3.9,100,Italian  Pizzas  Pastas  Desserts  Beverages,Matunga Police Station,58
5572,433812,Swargate,Pune,Chinese Room,400,2.9,80,Chinese,Swargate,44
5573,433846,Kothrud,Pune,Umiya Kutchi Dabeli,100,2.9,80,"Snacks,Continental",Kothrud,51
5574,433929,Bibwewadi,Pune,S Kumar Wadewale  Satara Road,100,2.9,80,"Snacks,Chaat",Bibwewadi,65
5575,434066,Shivaji Nagar,Pune,Roopali Restaurant - Fc Road,400,4.5,100,"South Indian,Fast Food,North Indian,Beverages",Shivaji Nagar,37
5576,434070,Vanasthalipuram,Hyderabad,Subbayya Gari Hotel,250,3.9,500,South Indian,Vanasthalipuram,68
5577,434098,Kothapet & Dilsukhnagar,Hyderabad,Spice 9 Restaurants,300,3.8,50,"Biryani,North Indian,Indian",Kothapet & Dilsukhnagar,50
5578,434187,Central Kolkata,Kolkata,Spicy Alley,300,2.9,80,"Chinese,Indian",Central Kolkata,46
5579,434237,Kurla,Mumbai,Lark Pure Vegetarian Restaurant,300,2.9,80,"Indian,Chinese,Italian,Beverages,Fast Food",Kurla,40
5580,434278,Salt Lake,Kolkata,Pinch Of Spice,300,2.9,80,"Chinese,Biryani,Combo",Salt Lake,61
5581,434368,Chinar Park,Kolkata,Babumosai,299,3.9,20,"Indian,Chinese,Biryani,Combo",Chinar Park,84
5582,434378,Kirti Nagar,Delhi,Desi Mirch Masala,150,2.9,80,"Chinese,Fast Food,Thalis",Kirti Nagar,72
5583,434384,Kothrud,Pune,Deewan-E-Biryani - Kothrud,250,2.9,80,Biryani,Kothrud,59
5584,434478,Annanagar,Chennai,Chaya & Kadi,100,2.9,80,"Indian,Seafood",Annanagar,68
5585,434505,Wanowrie,Pune,Kerala Express,300,2.9,80,"North Indian,Indian",Wanowrie,70
5586,434548,Marol Sakinaka,Mumbai,Unnati Kitchen,250,2.9,80,"Indian,Chinese,Tandoor",Marol Sakinaka,53
5587,434563,Kothapet & Dilsukhnagar,Hyderabad,Santrupti Restaurant,400,2.9,80,"South Indian,North Indian,Biryani",Kothapet & Dilsukhnagar,68
5588,434609,Koramangala,Bangalore,Rolls & Wraps,200,2.9,80,Pizzas,Koramangala,56
5589,434713,Adajan,Surat,Jalaram Pavbhaji Center,280,2.9,80,"Indian,Snacks",Adajan,50
5590,434724,Chembur,Mumbai,The Mother Touch,280,2.9,80,Chinese  Fast Food  Pizzas  Snacks,Chembur,73
5591,434735,Vastrapur,Ahmedabad,Bhullar S Butter Chicken Co.,400,2.9,80,"Indian,Desserts",Vastrapur,52
5592,434773,Swargate,Pune,Vadilal Ice Cream,200,2.9,80,Ice Cream,Swargate,36
5593,434781,Rohini,Delhi,Taste Of Nawaabs,650,2.9,80,"Biryani,Indian",Rohini,53
5594,434794,Jadavpur,Kolkata,Real Food'S,200,2.9,80,"Snacks,North Indian,Kebabs,Tandoor",Jadavpur,90
5595,434848,Chembur,Mumbai,Chembur South Central,280,2.9,80,South Indian,Chembur,43
5596,434849,Chembur,Mumbai,Shetty'S Dosa Corner,280,2.9,80,South Indian,Chembur,45
5597,434857,Chembur,Mumbai,New Welcome Dosa Corner,200,2.9,80,South Indian,Chembur,44
5598,434873,Central Bangalore,Bangalore,Holy Doh!,600,2.9,80,"Pizzas,Italian",Central Bangalore,50
5599,434898,Ghatkopar Vikhroli,Mumbai,Mahavir Sweets And Farsan,200,2.9,80,"Desserts,Snacks,Sweets",Ghatkopar Vikhroli,50
5600,434905,Ruby Park,Kolkata,Meraki Kitchen,300,2.9,80,"Chinese,North Indian,Indian,Tandoor",Ruby Area,76
5601,434921,Chembur,Mumbai,Swastik Fast Food Corner,200,2.9,80,South Indian,Chembur,47
5602,434957,Salt Lake,Kolkata,Grubvibe,200,2.9,80,"Chinese,Indian,Continental,Beverages",Salt Lake,85
5603,435034,Kothrud,Pune,A1 Olympia,260,2.9,80,"Fast Food,Snacks",Kothrud,55
5604,435085,Chembur,Mumbai,Spice Laundry,280,2.9,80,Chinese  Indian  Asian  Biryani  Snacks  Beverages  Desserts,Chembur,54
5605,435089,Chembur,Mumbai,Tafe Terrace Cafe,280,4.4,20,"Asian,Continental,Italian,Desserts",Chembur,53
5606,435146,Salt Lake,Kolkata,Supermoon,200,2.9,80,Pizzas  Pastas  Beverages,Salt Lake,64
5607,435208,Kothapet & Dilsukhnagar,Hyderabad,Madhuban Grand,350,3.7,20,"North Indian,Chinese,Biryani,Snacks,Fast Food,Indian,Seafood",Kothapet & Dilsukhnagar,51
5608,435226,Powai,Mumbai,Biryani Bowl,500,4.2,20,Biryani  Beverages,Powai,61
5609,435405,Cunningham Road,Bangalore,Chaayos Meri Wali Chai,250,4.7,20,"Bakery,Beverages,Chaat,Desserts,Fast Food,Home Food,Italian,Maharashtrian,Snacks,Street Food,Sweets",Cunningham Road,39
5610,435426,Nallakunta & Vidyanagar,Hyderabad,Go Fresh The Pizza House,300,4.2,20,"Italian,Pizzas,Fast Food",Nallakunta & Vidyanagar,43
5611,435472,Nallakunta & Vidyanagar,Hyderabad,Abu Shawarmas,200,4.2,20,"Arabian,Lebanese",Nallakunta & Vidyanagar,45
5612,435482,Dumdum,Kolkata,Biryani Adda,150,2.9,80,Biryani,Dumdum,79
5613,435483,South Kolkata,Kolkata,Ekdalia Rd,400,2.9,80,"Beverages,Combo,Snacks",South Kolkata,82
5614,435514,Central Kolkata,Kolkata,Salt,500,4.5,20,"Chinese,Bengali,Indian",Central Kolkata,59
5615,435550,Kurla,Mumbai,Khaabuja,400,2.9,80,"Indian,Kebabs,Biryani",Kurla,38
5616,435567,Jadavpur,Kolkata,Toyo Kombucha,200,2.9,80,Beverages,Jadavpur,85
5617,435614,Madhavaram - Manali,Chennai,Black Bird,300,2.9,80,"Fast Food,Pizzas,Beverages",Madhavaram - Manali,69
5618,435748,Banjara Hills,Hyderabad,Haji Ali Fresh Fruit Juices,200,4.2,50,Beverages  Ice Cream  Fast Food,Banjara Hills,69
5619,435779,Central Kolkata,Kolkata,Kwality Walls Frozen Dessert And Ice Cream Shop,300,2.9,80,Ice Cream,Central Kolkata,45
5620,435825,Sion Bhakti Park,Mumbai,Dragon House,350,2.9,80,Chinese,Sion Bhakti Park,64
5621,435833,Kothrud,Pune,Neo'S Chinese,200,2.9,80,"North Indian,Punjabi",Kothrud,47
5622,435835,Kurla,Mumbai,Rolling Spices,350,2.9,80,North Indian  Chinese  Indian,Kurla,37
5623,435903,Prahlad Nagar,Ahmedabad,Food Town,200,2.9,80,"Fast Food,Pizzas,Snacks",Prahlad Nagar,48
5624,435950,Salt Lake,Kolkata,Mughliana,300,2.9,80,Mughlai,Salt Lake,65
5625,435952,Moti Nagar,Delhi,Chattore,150,2.9,80,"Chinese,Tandoor",Kirti Nagar,77
5626,435964,Esplanade,Kolkata,Keventers - Milkshakes And Desserts,300,4.9,20,Beverages  Ice Cream  Desserts,New Empire Cinema  Kolkata,42
5627,435979,Jubilee Hills,Hyderabad,Nue Cafe,800,3.9,20,"Pastas,Snacks,Salads,Juices,Sweets,Bakery,Beverages,Continental,Italian",Jubilee Hills,73
5628,435994,Kurla,Mumbai,Hotel Nasheman,400,2.9,80,"Chinese,Indian,Biryani,Snacks,Beverages",Kurla,36
5629,436015,Lake Town,Kolkata,A2Z Kitchen,300,2.9,80,"Fast Food,Combo,Juices",Lake Town,96
5630,436100,Camp,Pune,Pgi Restaurant,400,2.9,80,Seafood,Camp,44
5631,436144,Tangra,Kolkata,New Arsalan Biryani Tangra,300,2.9,80,"Biryani,Combo",Tangra,62
5632,436226,Tolichowki,Hyderabad,Abu Faisal Restaurant Arabian Food,600,2.9,80,"Indian,Desserts",Tolichowki,72
5633,436260,Rohini,Delhi,Taabartod Thali,200,2.9,80,"North Indian,Thalis,Tandoor,Desserts",Rohini,55
5634,436273,Annanagar,Chennai,Cholan Mess,800,4.1,20,"Indian,Chinese,Biryani,Beverages",Annanagar,70
5635,436293,Saltlake Sector 1,Kolkata,Broccoli Pizza & Pasta,300,4.3,50,Pizzas  Salads  Pastas  Italian  Healthy Food,Saltlake Sector 1,64
5636,436361,Central Kolkata,Kolkata,Miracle Fusions,600,2.9,80,"Pizzas,Pastas,Chinese,Snacks,Desserts,Beverages",Central Kolkata,58
5637,436518,Nallakunta & Vidyanagar,Hyderabad,Rhm Bakers,199,2.9,80,Bakery  Pizzas  Fast Food  Beverages,Nallakunta & Vidyanagar,54
5638,436531,Himayath Nagar,Hyderabad,Southern Flavours,350,4.1,20,"South Indian,Beverages,Indian",Himayath Nagar,41
5639,436610,Camp,Pune,Irani Cafe,200,4.3,100,"Bakery,Snacks,Desserts,Beverages",Camp,32
5640,436776,Royapettah,Chennai,Nifra Hot And Sweets,150,2.9,80,"Snacks,Beverages",Royapettah,52
5641,436948,T Nagar,Chennai,Thanjai Veeraswamy,250,3.9,50,South Indian,T Nagar,69
5642,436960,Chembur,Mumbai,Chembur Cafe & Hotel,300,2.9,80,"Chinese,Indian,Seafood,Biryani,Beverages,Desserts",Chembur,49
5643,436988,Burrabazar,Kolkata,The Chicken House,200,4.5,20,"Snacks,Fast Food",Burrabazar,45
5644,437003,Central Bangalore,Bangalore,Carols Pastries & Bakers,500,4.5,20,Bakery,Central Bangalore,45
5645,437135,Powai,Mumbai,Nawabi Kitchen,500,2.9,80,"Indian,Tandoor,Mughlai,Seafood,North Indian,Biryani",Powai,57
5646,437143,Powai,Mumbai,Spice Affair,500,2.9,80,"North Indian,Indian,Chinese,Tandoor",Powai,52
5647,437145,Powai,Mumbai,Urban Spice,500,2.9,80,"North Indian,Indian,Chinese,Tandoor",Powai,54
5648,437147,Koramangala,Bangalore,Mozon Burger,250,2.9,80,"Fast Food,Salads,Desserts",Koramangala,57
5649,437151,South Kolkata,Kolkata,The Lunch Box Company,300,2.9,80,Indian,South Kolkata,72
5650,437170,Central Kolkata,Kolkata,Eaterniaa,300,2.9,80,"Chinese,Fast Food,Italian",Central Kolkata,56
5651,437196,Central Kolkata,Kolkata,Shere Punjab Kolaghat,650,2.9,80,"Indian,Chinese,Salads",Central Kolkata,60
5652,437204,Powai,Mumbai,Banjara Restaurant,500,2.9,80,Punjabi  Tandoor  Chinese  Thai  Mughlai,Powai,51
5653,437207,Powai,Mumbai,Chinese Pavilion,400,2.9,80,Chinese  Thai,Powai,51
5654,437213,Powai,Mumbai,Double Decker,300,2.9,80,Indian  Chinese  Tandoor  Seafood,Powai,52
5655,437214,Powai,Mumbai,Schezwan King,400,2.9,80,Chinese  Fast Food  North Indian,Powai,51
5656,437219,Powai,Mumbai,Nayaab Kitchen,500,2.9,80,Tandoor  Mughlai  Indian  Biryani  North Indian,Powai,56
5657,437283,Nallakunta & Vidyanagar,Hyderabad,Arbab Kitchen,280,2.9,80,"Biryani,Chinese,Seafood",Nallakunta & Vidyanagar,45
5658,437299,Nallakunta & Vidyanagar,Hyderabad,Biryani Trip,350,4.4,50,Biryani,Nallakunta & Vidyanagar,39
5659,437300,Nallakunta & Vidyanagar,Hyderabad,Paratha Envy,280,2.9,80,North Indian,Nallakunta & Vidyanagar,40
5660,437304,Nallakunta & Vidyanagar,Hyderabad,Snack House,180,4.9,20,"Fast Food,Snacks",Nallakunta & Vidyanagar,39
5661,437311,Nallakunta & Vidyanagar,Hyderabad,Momo Monk,180,2.9,80,"Chinese,Snacks",Nallakunta & Vidyanagar,39
5662,437330,Rohini,Delhi,Yum-Shum Chinese,300,2.9,80,"Chinese,Snacks",Rohini,57
5663,437360,Navrangpura,Ahmedabad,Baked By Ninis,300,2.9,80,Bakery,Navrangpura,39
5664,437416,Shivaji Nagar,Pune,Pizza Hut Express,300,2.9,80,Pizzas,Shivaji Nagar,47
5665,437438,Himayath Nagar,Hyderabad,H.S.Kitchens Chilli And Garlic,300,2.9,80,Fast Food  Desserts,Himayath Nagar,45
5666,437476,Isanpur,Ahmedabad,Rocky Omelet King,100,2.9,80,"Snacks,Fast Food",Isanpur,62
5667,437521,Magarpatta,Pune,Knight Riders,300,2.9,80,"Chinese,Continental,Indian,Biryani,Italian,Desserts",Magarpatta,74
5668,437531,Annanagar,Chennai,Inji And Soy Multi Cuisine Restaurant,300,2.9,80,"Chinese,Indian,Lebanese,Snacks,Beverages,Desserts",Annanagar,70
5669,437555,Annanagar,Chennai,Illis Group Of Restaurants,300,2.9,80,"Indian,Chinese,Arabian,Beverages",Annanagar,74
5670,437557,Charminar,Hyderabad,Feel In Saudia,200,2.9,80,"Beverages,Indian,Lebanese",Charminar,55
5671,437623,Royapettah,Chennai,Gobrgr@Tryst Gourmet,300,2.9,80,Fast Food,Royapettah,56
5672,437682,Perambur,Chennai,The Phoenix Kitchenz,399,2.9,80,Pizzas,Perambur,71
5673,437688,Secunderabad,Hyderabad,Grab A Bowl,200,2.9,80,North Indian  South Indian  Healthy Food  Juices,Secunderabad,74
5674,437771,South Kolkata,Kolkata,Frytry,400,2.9,80,"Fast Food,Kebabs",South Kolkata,74
5675,437891,Koramangala,Bangalore,Baba Chill,500,2.9,80,"North Indian,Chinese,Fast Food",Koramangala,56
5676,437892,Kalyani Nagar,Pune,Hapaa - Asian Stir,1500,2.9,80,"Asian,Chinese,Japanese",Kalyani Nagar,64
5677,437905,Rajouri Garden,Delhi,Wok On Fire,400,4.7,50,"Chinese,Thai,Asian",Rajouri Garden,76
5678,437907,Koramangala,Bangalore,Gopaljee Cafe,350,4.3,100,"Indian,North Indian,Fast Food",Koramangala,55
5679,437955,Janakpuri,Delhi,The Burger Company,300,2.9,80,"Fast Food,Beverages",Janakpuri,78
5680,438002,Burrabazar,Kolkata,Nmco - Natural Milkshake Company By Mama Mia!,300,2.9,80,Beverages,Burrabazar,47
5681,438064,Tolichowki,Hyderabad,Treat On The Street,250,2.9,80,"Pizzas,Fast Food,Pastas,Snacks,Italian,Desserts,North Indian,Indian",Tolichowki,75
5682,438070,Adajan,Surat,Samosazz,300,2.9,80,"Chinese,Fast Food,Pizzas,Beverages,Pastas",Adajan,58
5683,438073,George Town,Chennai,Yummy Shawarma,200,2.9,80,Arabian,George Town,57
5684,438085,Piplod,Surat,Bacon Village,200,2.9,80,Continental,Piplod,64
5685,438198,Kothrud,Pune,Papacream,350,5,20,Ice Cream,Kothrud,52
5686,438235,South Kolkata,Kolkata,Hakuna Matata,200,2.9,80,"Chinese,Indian",South Kolkata,79
5687,438252,Rohini Sector 7,Delhi,Protein Singh,250,2.9,80,"Fast Food,Salads,Beverages",Rohini Sector 7,47
5688,438273,Sinhgad Road,Pune,Prachi Chinese,350,2.9,80,Chinese,Sinhgad Road,49
5689,438360,Salt Lake,Kolkata,Flesh N Bones,100,2.9,80,Biryani,Salt Lake,62
5690,438409,Adajan,Surat,Tit Bit Culture Multi Cuisine Restaurant,400,2.9,80,"Chinese,Desserts",Adajan,63
5691,438411,Koramangala,Bangalore,Lepcha Darjeeling Momos,150,2.9,80,Chinese,Koramangala,58
5692,438413,Banjara Hills,Hyderabad,Shahi Mandi,350,2.9,80,Indian,Banjara Hills,39
5693,438451,Central Kolkata,Kolkata,Myfroyoland,400,2.9,80,"Ice Cream,Desserts,Keto",Central Kolkata,61
5694,438453,Rohini,Delhi,Patiala Flavours,500,2.9,80,Indian,Rohini,45
5695,438481,Himayath Nagar,Hyderabad,Qaffeine Coffee By Ohri'S,400,4.3,20,"Beverages,Desserts,Snacks",Himayath Nagar,40
5696,438489,Uppal,Hyderabad,Smoothie Bar,300,2.9,80,Beverages,Uppal,64
5697,438514,Dumdum,Kolkata,Tamang'S Frozen Momo,200,2.9,80,"Chinese,Pastas",Dumdum,98
5698,438520,Purasawalkam,Chennai,Sulthan Briyani,300,2.9,80,"Biryani,North Indian,Chinese",Purasawalkam,55
5699,438583,Annanagar,Chennai,The Burp Factory,300,2.9,80,"Indian,Arabian",Annanagar,76
5700,438631,Uppal,Hyderabad,Homelyfit,300,2.9,80,Healthy Food  Continental  Indian  Chinese,Uppal,66
5701,438641,Salt Lake,Kolkata,Berlin Burgers,400,4.7,20,"Fast Food,Seafood",Salt Lake,72
5702,438746,Central Bangalore,Bangalore,Ambarsaria Street,450,2.9,80,"Indian,Combo",Central Bangalore,39
5703,438779,Tolichowki,Hyderabad,Khiljis Castle,250,2.9,80,"Arabian,Snacks,Fast Food",Tolichowki,78
5704,438825,Paschim Vihar,Delhi,Moms Kitchen,250,2.9,80,"Indian,Seafood",Paschim Vihar,56
5705,438903,Powai,Mumbai,Biryani Wali,400,2.9,80,Biryani,Powai,59
5706,438944,Powai,Mumbai,Biryani & Free Sprite,400,2.9,80,Biryani  Beverages,Powai,59
5707,438945,Nsp,Delhi,Nirmal Vada Pav,250,2.9,80,"Street Food,Fast Food",Nsp,53
5708,438993,Santoshpur,Kolkata,Yin Yang - Pan Asian Delicacy,500,2.9,80,"Chinese,Desserts",Santoshpur,100
5709,438995,Kondhwa,Pune,United Tastes,200,2.9,80,"Snacks,Indian",Kondhwa,68
5710,439007,Rajajinagar,Bangalore,Hungry Budget,300,2.9,80,"Biryani,Kebabs,Combo",Rajajinagar,62
5711,439035,Central Kolkata,Kolkata,The Biryani Bowl,200,2.9,80,"North Indian,Biryani",Central Kolkata,73
5712,439036,Alwarpet,Chennai,Gold Fresh Juice Shop,200,4.7,100,Juices,Alwarpet,51
5713,439140,Chembur,Mumbai,Zhufu Chinese,400,4.4,20,Chinese,Chembur,55
5714,439141,Church Street,Bangalore,Biryani Blues,400,4.2,50,"Biryani,Kebabs,Lucknowi,Hyderabadi",Central Bangalore,38
5715,439223,Salt Lake,Kolkata,Karims (Original From Jama Masjid Delhi 6),800,4.2,100,"Biryani,Desserts",Salt Lake,63
5716,439234,Sanitytestarea,Kolkata,Denzong Kitchen-A Unit Of Blue Star Restuarant,500,2.9,80,"Biryani,Mughlai",New Area,79
5717,439293,Kodambakkam,Chennai,Parvathi Amma Mess,300,2.9,80,South Indian,Kodambakkam,77
5718,439357,Secunderabad,Hyderabad,Snack Sutra,200,2.9,80,Fast Food  Snacks  Beverages,Secunderabad,79
5719,439381,Central Bangalore,Bangalore,Hotel Green Tara,300,2.9,80,"Chinese,Tibetan",Central Bangalore,36
5720,439390,Lake Town,Kolkata,Aamio Bengali,200,3.8,50,"Indian,Seafood,Beverages",Lake Town,84
5721,439446,Annanagar,Chennai,Little Soi,1000,4.3,20,"Pan-Asian,Thai,Chinese",Annanagar,73
5722,439476,Nallakunta & Vidyanagar,Hyderabad,Hyderabadish,300,4.2,20,"Indian,Biryani,Kebabs",Kavadiguda,45
5723,439539,Ashok Vihar,Delhi,Mom'S Kitchen,249,2.9,80,Indian,Ashok Vihar,69
5724,439603,Uppal,Hyderabad,Biryani Zone,280,2.9,80,"Biryani,Chinese,Indian,Snacks,Arabian,Combo",Uppal,69
5725,439626,Scruz Bandra East,Mumbai,China Palace,300,2.9,80,Chinese,Scruz Bandra East,37
5726,439660,Kothapet & Dilsukhnagar,Hyderabad,Ys Mandi,400,2.9,80,"Arabian,Kebabs,Biryani",Kothapet & Dilsukhnagar,44
5727,439669,Lake Town,Kolkata,The Vorpet Resto,250,2.9,80,Chinese,Lake Town,88
5728,439671,Rajajinagar,Bangalore,Gulbarga Refreshments,200,2.9,80,"South Indian,North Indian,Beverages",Rajajinagar,56
5729,439720,Charminar,Hyderabad,Eat N Treat,250,2.9,80,Sweets,Charminar,45
5730,439796,Perambur,Chennai,Burmese Bowl,200,2.9,80,"Chinese,Beverages,Ice Cream",Perambur,74
5731,439841,Nungambakkam,Chennai,Impasta,1200,2.9,80,"Italian,Desserts",Nungambakkam,49
5732,439844,Rohini,Delhi,Kbc(Kon Banega Chatora),500,2.9,80,"Chinese,Indian,Continental,Biryani",Rohini,46
5733,439878,Vastrapur,Ahmedabad,La Pinoz Pizza,300,2.9,80,Pizzas,Vastrapur,48
5734,439884,Andheri East,Mumbai,Sai Krupa Fast Food,300,2.9,80,"Biryani,Chinese,Indian",Andheri East,58
5735,439934,Picnic Garden,Kolkata,Nishav'S Kitchen,100,2.9,80,Chinese,Ruby Area,62
5736,439959,Isanpur,Ahmedabad,Tea Post A Place To Talk,200,2.9,80,"Beverages,Fast Food",Isanpur,48
5737,439964,Punjabi Bagh,Delhi,Indi Fork,1000,2.9,80,North Indian,Punjabi Bagh,70
5738,439965,Banjara Hills,Hyderabad,Bistro Bites,350,2.9,80,"Fast Food,Pizzas,American",Banjara Hills,52
5739,439975,Central Kolkata,Kolkata,Lytton Hotel,300,2.9,80,"Pizzas,Fast Food,North Indian",Central Kolkata,55
5740,440001,Athwa,Surat,Shri Krishna Soup Juice Salad And  Amrutpan Kendra,200,2.9,80,"Indian,Beverages,Salads",Athwa,44
5741,440006,Golpark,Kolkata,Golpark Er Adda,500,2.9,80,Chinese  Fast Food,New Area,68
5742,440032,Arumbakkam,Chennai,Kk Biriyani,300,2.9,80,"Chinese,Indian,Ice Cream,Beverages",Arumbakkam,78
5743,440045,Laldarwaja,Ahmedabad,S. K. A-One Bombay Bhathiyara,200,2.9,80,Biryani,Laldarwaja,40
5744,440202,Sinhgad Road,Pune,The Shawarma Bar And Grills,250,2.9,80,Arabian,Vadgoan Budruk,77
5745,440218,Marol Sakinaka,Mumbai,Chinese Food Co,400,2.9,80,"North Indian,Chinese,Seafood",Marol Sakinaka,45
5746,440222,Koramangala,Bangalore,Papacream,350,2.9,80,Ice Cream,Koramangala,59
5747,440360,Perambur,Chennai,Kambi Kari,300,2.9,80,"South Indian,Kebabs,Combo",Perambur,66
5748,440376,Salt Lake,Kolkata,Cafeteria House,250,2.9,80,"Pizzas,Fast Food,Beverages",Salt Lake,77
5749,440378,Shivaji Nagar,Pune,Kwality Family Resto Bar(Rahul Cinemas),450,2.9,80,"North Indian,Punjabi,Biryani,Chinese,Desserts",Shivaji Nagar,38
5750,440405,Uppal,Hyderabad,The Sandwich Box,300,2.9,80,"Continental,Snacks",Uppal,69
5751,440426,Ashok Vihar,Delhi,Darbari Swad,400,2.9,80,"Indian,Tandoor,Biryani",Ashok Vihar,74
5752,440447,Purasawalkam,Chennai,Kalyana Virundhu Biryani,620,2.9,80,"Biryani,Indian",Pattalm,44
5753,440721,Uppal,Hyderabad,Kfc Krishna Food Court,180,2.9,80,"Indian,Chinese",Uppal,50
5754,440758,Knk- Nungambakam (Cds)- Chennai,Chennai,Cafe Coffee Day,300,2.9,80,"Beverages,Snacks,Desserts",Knk- Nungambakam (Cds)- Chennai,51
5755,440768,Majestic,Bangalore,Amrita Foods,250,2.9,80,South Indian,Majestic,38
5756,440817,Chembur,Mumbai,The K Company,500,2.9,80,"Indian,Seafood",Chembur,49
5757,440829,Shivaji Nagar,Pune,The Momo'S Point,140,2.9,80,Chinese,Shivaji Nagar,33
5758,440897,Jayanagar,Bangalore,Rnr Biryani - Taste Of 1953,350,4.1,100,"Biryani,South Indian,Kebabs,Combo,Beverages,Desserts",Jayanagar,52
5759,440915,Royapettah,Chennai,Hotel Sagar,300,2.9,80,"Biryani,Indian,Chinese,Beverages",Royapettah,44
5760,440957,Kalina Ck,Mumbai,Ghee And Turmeric,500,4.5,50,"North Indian,Tandoor,Punjabi,Beverages,Desserts,Mughlai",Kalina Ck,38
5761,440968,Sion Bhakti Park,Mumbai,Food Lee'S Family Restaurant,360,2.9,80,Indian  Chinese,Sion Bhakti Park,56
5762,441004,Kothapet,Hyderabad,Eatfit,270,4,100,"Healthy Food,Pizzas,North Indian,Thalis,Biryani",Beside Metro Station,57
5763,441038,Mehdipatnam,Hyderabad,Labaan Bakers And Dairy,300,2.9,80,"Italian,Bakery",Mehdipatnam,61
5764,441042,Himayath Nagar,Hyderabad,New Royal Kitchen,200,2.9,80,Italian  Beverages,Himayath Nagar,46
5765,441066,Paschim Vihar,Delhi,Singh N Ching,400,2.9,80,"North Indian,Tandoor,Biryani",Paschim Vihar,51
5766,441110,Athwa,Surat,La Casa Gelato,200,2.9,80,Paan,Athwa,35
5767,441131,Camp,Pune,Merwans Cake Stop,400,4.1,50,"Bakery,Desserts",Camp,40
5768,441144,Annanagar,Chennai,Kongu Nattu Kari Virunthu,600,2.9,80,"Chettinad,South Indian",Annanagar,72
5769,441148,Perambur,Chennai,Mystiq Foods,1200,2.9,80,"Indian,North Indian,Biryani",Perambur,56
5770,441172,Himayath Nagar,Hyderabad,Virat Kitchen,300,2.9,80,North Indian  Chinese  Tandoor  Sweets  Beverages,Knowledge Park,51
5771,441189,Piplod,Surat,The Amore Banquets,400,2.9,80,"North Indian,Punjabi",Piplod,65
5772,441206,Indiranagar,Bangalore,Cafe Imroze,300,2.9,80,"Chinese,Seafood,Continental",Indiranagar,62
5773,441224,Andheri East,Mumbai,The Masterpiece,300,2.9,80,Chinese,Andheri East,51
5774,441240,Rohini,Delhi,Delhi Se,400,2.9,80,"Chinese,North Indian,Tandoor,Combo,Biryani,Beverages",Rohini,44
5775,441285,Shivaji Nagar,Pune,Banjos The Food Chain,300,2.9,80,"Fast Food,Chinese,Beverages",Shivaji Nagar,36
5776,441287,Jadavpur,Kolkata,We Bake U Take,150,2.9,80,Bakery  Snacks,Jadavpur,82
5777,441293,Magarpatta,Pune,Charmi Family Restaurant,350,2.9,80,"Chinese,Indian,Mughlai",Magarpatta,60
5778,441378,Shivaji Nagar,Pune,Cafe Spice Wave,200,2.9,80,"American,Italian",Shivaji Nagar,52
5779,441402,Chembur,Mumbai,The Baker'S Dozen,300,4.4,20,Bakery,Chembur,36
5780,441406,Sanitytestarea,Kolkata,Biryani Kingdom,250,2.9,80,"Indian,Biryani,Kebabs",New Area,58
5781,441408,Perambur,Chennai,Hot Bowl Cafe,250,2.9,80,Chinese,Perambur,69
5782,441413,Sanitytestarea,Kolkata,Yo Chinese,250,2.9,80,"Chinese,Combo,Fast Food",New Area,58
5783,441414,Sanitytestarea,Kolkata,World Of Tandoor,250,2.9,80,"North Indian,Tandoor,Biryani",New Area,59
5784,441510,Warje,Pune,Wok Hong,300,2.9,80,Chinese,Warje,64
5785,441558,Shivaji Nagar,Pune,Fall In Love,250,2.9,80,"Chinese,Fast Food,Italian,Ice Cream,Street Food,Beverages",Shivaji Nagar,48
5786,441609,Basavanagudi,Bangalore,Five Star Chicken Koli Hut,100,2.9,80,"Fast Food,Thai",Basavanagudi,61
5787,441614,Lake Town,Kolkata,Mezban Biryani,100,2.9,80,"Biryani,Combo,Beverages",Lake Town,83
5788,441620,Behala,Kolkata,Chilyman,200,2.9,80,Chinese,Behala,89
5789,441668,Isanpur,Ahmedabad,Shree Marutinandan Restaurant,200,2.9,80,"Indian,Chinese",Isanpur,80
